Gene,DlpsB_1,DlpsB_2,DlpsB_3,DpbpG_1,DpbpG_2,DpbpG_3,WT_1,WT_2,WT_3
gene-ACX60_RS05880,9043,12675,11789,13072,13186,12101,10939,11816,13773
gene-ACX60_RS05885,6303,9304,9279,6431,6717,6689,4530,4922,6008
gene-ACX60_RS05895,229,288,286,257,181,207,142,220,313
gene-ACX60_RS05900,112,140,152,114,112,146,112,108,120
gene-ACX60_RS05905,1066,1692,1702,2263,2319,2211,374,312,384
gene-ACX60_RS05910,1430,2096,1828,1473,1947,1830,1311,1329,1319
gene-ACX60_RS05915,63299,86651,100788,100674,85986,118609,104148,117568,121299
gene-ACX60_RS05920,27974,40759,42507,43851,39792,52494,48289,60739,55798
gene-ACX60_RS05925,95,168,206,116,88,130,109,134,146
gene-ACX60_RS05930,111,203,215,104,112,144,83,131,106
gene-ACX60_RS05935,51,62,83,60,33,45,30,54,64
gene-ACX60_RS05940,1,1,0,9,1,0,1,2,5
gene-ACX60_RS05945,69,68,128,54,50,66,80,80,76
gene-ACX60_RS05950,8603,12336,14095,11810,9351,13714,12554,13769,13890
gene-ACX60_RS05955,1903,3086,3093,2760,2825,2974,1945,2178,2466
gene-ACX60_RS05960,1306,1700,1719,1512,1882,1681,1322,1277,1686
gene-ACX60_RS05965,646,960,1332,987,697,1270,1087,1169,1109
gene-ACX60_RS05970,972,1412,1558,1505,1282,1752,1561,1718,1877
gene-ACX60_RS05975,774,994,1086,1049,1060,1318,1295,1497,1616
gene-ACX60_RS05980,592,1004,1049,852,795,1051,893,956,1095
gene-ACX60_RS05985,39,33,53,51,56,68,55,28,75
gene-ACX60_RS05990,44,65,80,81,55,54,102,66,81
gene-ACX60_RS05995,247,331,417,275,230,318,259,309,369
gene-ACX60_RS06000,207,289,300,214,156,205,263,286,337
gene-ACX60_RS19490,1,1,3,3,4,3,0,0,5
gene-ACX60_RS06005,9576,13722,13822,15439,15327,16931,13219,15447,15944
gene-ACX60_RS06010,295,398,488,428,373,489,328,359,542
gene-ACX60_RS06015,300,428,440,362,392,399,400,385,519
gene-ACX60_RS06020,88,96,103,87,94,104,92,114,185
gene-ACX60_RS06025,245,457,358,311,412,343,274,362,333
gene-ACX60_RS06030,84,130,172,184,152,285,236,237,253
gene-ACX60_RS06035,42,45,77,108,105,136,80,82,117
gene-ACX60_RS06040,50,69,53,107,84,92,123,158,140
gene-ACX60_RS06045,50,85,77,105,78,98,90,94,124
gene-ACX60_RS06050,86,130,158,111,114,156,195,173,180
gene-ACX60_RS06055,258,433,506,413,370,432,298,291,377
gene-ACX60_RS06060,5098,7635,8043,6720,6724,7076,4654,5251,6045
gene-ACX60_RS06065,223,332,316,220,191,239,239,303,357
gene-ACX60_RS06070,59,102,134,63,87,61,105,94,105
gene-ACX60_RS06075,1002,1406,1667,1555,1369,1842,1318,1515,1432
gene-ACX60_RS06080,317,441,442,315,413,441,298,361,453
gene-ACX60_RS06085,137,201,216,179,169,176,155,236,237
gene-ACX60_RS06090,98,146,186,111,62,112,125,116,177
gene-ACX60_RS06095,163,227,276,108,96,145,77,86,108
gene-ACX60_RS06100,157,279,307,195,182,214,186,206,198
gene-ACX60_RS06105,261,377,475,269,268,335,338,354,444
gene-ACX60_RS06110,82,186,177,144,120,174,136,140,169
gene-ACX60_RS06115,292,496,581,320,342,425,292,340,348
gene-ACX60_RS06120,504,783,785,800,746,810,526,610,574
gene-ACX60_RS06125,6354,9142,9319,9701,10711,9686,7024,7624,8382
gene-ACX60_RS06130,3138,4839,4437,4457,4352,4813,4604,4711,5149
gene-ACX60_RS06135,536,729,829,674,572,767,702,752,830
gene-ACX60_RS06140,1093,1531,1804,1174,1030,1288,1492,1424,1706
gene-ACX60_RS06145,1830,2653,3033,3097,2762,3328,3139,3084,3453
gene-ACX60_RS06150,296,445,475,256,247,299,223,244,329
gene-ACX60_RS06155,91,163,218,108,162,163,120,171,179
gene-ACX60_RS06160,2911,4018,3918,2982,3411,3227,2742,3018,3514
gene-ACX60_RS06165,8928,13739,13521,10524,10963,11454,9472,10762,12266
gene-ACX60_RS06170,309,524,493,421,366,467,381,395,429
gene-ACX60_RS06175,1372,2198,2132,1595,1812,1699,1282,1479,1638
gene-ACX60_RS06180,323,473,667,242,214,303,275,241,317
gene-ACX60_RS06185,100,162,264,75,54,80,56,60,94
gene-ACX60_RS06190,36,106,140,43,22,38,42,33,52
gene-ACX60_RS06195,301,546,737,141,171,188,122,145,122
gene-ACX60_RS06200,298,415,425,344,260,366,269,316,337
gene-ACX60_RS06205,640,980,1060,575,712,747,752,906,892
gene-ACX60_RS06210,656,950,1025,910,829,1049,802,922,849
gene-ACX60_RS06215,250,474,740,409,292,504,477,498,499
gene-ACX60_RS06220,164,275,309,282,232,277,321,328,435
gene-ACX60_RS06225,1875,3083,2978,2740,2579,2824,2568,2821,3182
gene-ACX60_RS06230,865,1209,1147,1188,1230,1177,974,1232,1313
gene-ACX60_RS06235,1046,1428,1403,1484,1479,1682,1518,1985,1808
gene-ACX60_RS06240,9386,13247,15502,12572,12136,14035,10362,11763,13853
gene-ACX60_RS06245,209,221,496,316,171,366,373,298,398
gene-ACX60_RS19845,0,0,1,0,0,1,2,0,0
gene-ACX60_RS06250,3394,5685,9210,4602,3902,6928,4094,3749,4874
gene-ACX60_RS06255,5664,8021,10198,7335,6073,8347,6353,6635,8401
gene-ACX60_RS06260,335,741,964,792,697,720,257,255,307
gene-ACX60_RS06265,1642,2696,2666,1882,2095,2079,1418,1622,1938
gene-ACX60_RS06270,2004,3184,3371,2199,2172,2343,1732,1922,2277
gene-ACX60_RS06275,975,1662,1698,987,1069,1169,666,733,1012
gene-ACX60_RS06280,1669,2741,2626,2036,1978,2189,1868,2011,2134
gene-ACX60_RS06285,315,511,496,443,402,466,410,333,391
gene-ACX60_RS06290,3069,4750,4298,5022,4625,4587,4702,5007,5838
gene-ACX60_RS06295,1353,2201,2049,1862,1817,1981,1946,1989,2321
gene-ACX60_RS06300,6433,9474,8622,8287,8671,8001,8011,9234,8823
gene-ACX60_RS06305,643,828,1047,840,722,886,890,966,1133
gene-ACX60_RS06310,223,381,428,310,278,318,316,272,353
gene-ACX60_RS06315,454,778,914,703,624,861,607,684,752
gene-ACX60_RS06320,859,1211,1418,1187,1029,1085,911,868,1199
gene-ACX60_RS06325,11100,17837,16493,21516,19383,21408,19496,21280,22944
gene-ACX60_RS06330,8117,11266,12824,11109,8900,14159,9381,10641,12700
gene-ACX60_RS06335,835,1189,1339,1096,952,1248,1011,1133,1263
gene-ACX60_RS06340,183,223,206,217,156,250,279,282,292
gene-ACX60_RS06345,176,294,306,195,201,265,225,198,271
gene-ACX60_RS06350,679,1055,1142,862,772,890,951,1007,1155
gene-ACX60_RS06355,70,111,118,92,62,111,129,128,118
gene-ACX60_RS06360,107,233,170,401,221,295,231,296,298
gene-ACX60_RS06365,99,187,194,316,241,266,297,305,288
gene-ACX60_RS06370,69,175,143,271,182,220,175,231,195
gene-ACX60_RS06375,45,86,109,93,77,112,115,123,100
gene-ACX60_RS06380,229,409,417,282,227,294,285,285,350
gene-ACX60_RS06385,93,94,88,52,58,95,70,57,88
gene-ACX60_RS06390,237,321,356,217,246,334,238,280,333
gene-ACX60_RS06395,116,112,123,103,99,116,120,154,148
gene-ACX60_RS06400,2,2,6,4,0,1,2,4,4
gene-ACX60_RS06405,53,66,73,78,84,68,76,38,56
gene-ACX60_RS06410,24,46,47,52,47,29,31,35,42
gene-ACX60_RS06415,29,57,30,20,32,48,15,12,24
gene-ACX60_RS06420,18,30,33,18,16,34,31,28,35
gene-ACX60_RS06425,0,0,8,4,4,8,8,6,5
gene-ACX60_RS06430,17,20,22,10,13,34,22,30,24
gene-ACX60_RS06435,11,7,17,11,2,19,16,12,21
gene-ACX60_RS06440,0,10,2,12,8,2,4,6,6
gene-ACX60_RS06445,90,103,161,147,84,148,96,80,136
gene-ACX60_RS06450,89,157,136,114,75,100,76,89,137
gene-ACX60_RS06455,5996,9656,9156,9260,9742,10155,9444,10641,10636
gene-ACX60_RS06460,161,225,331,235,180,277,217,239,213
gene-ACX60_RS06465,58,64,114,51,36,100,61,38,76
gene-ACX60_RS06470,3,3,20,11,5,19,24,15,21
gene-ACX60_RS06475,2,5,1,4,4,9,1,4,6
gene-ACX60_RS06480,28,42,58,38,22,28,44,34,38
gene-ACX60_RS06485,0,0,3,4,0,4,2,2,2
gene-ACX60_RS06490,0,2,8,2,2,2,6,4,2
gene-ACX60_RS06495,6,14,38,18,15,17,20,22,17
gene-ACX60_RS06500,76,145,168,90,53,101,92,110,148
gene-ACX60_RS06505,39,85,69,78,52,57,66,45,84
gene-ACX60_RS19765,15,6,22,4,7,30,10,13,9
gene-ACX60_RS06515,754,1378,1254,1812,1753,1894,1019,1320,1185
gene-ACX60_RS06520,34,56,71,49,42,73,32,27,36
gene-ACX60_RS06525,15,38,37,18,10,28,39,45,23
gene-ACX60_RS06530,69,70,110,44,51,72,66,55,97
gene-ACX60_RS06535,6,2,10,5,4,2,10,4,8
gene-ACX60_RS06540,134,294,253,202,186,264,303,287,336
gene-ACX60_RS06545,122,234,185,162,139,166,142,163,215
gene-ACX60_RS06550,229,319,247,231,273,238,321,269,310
gene-ACX60_RS06555,929,1350,1218,828,889,908,863,884,1114
gene-ACX60_RS06560,291,500,376,311,276,251,229,284,303
gene-ACX60_RS06565,7,18,37,21,3,18,19,26,26
gene-ACX60_RS06570,93,146,137,66,64,89,91,81,81
gene-ACX60_RS06575,171,206,240,156,125,199,181,191,274
gene-ACX60_RS06580,945,1454,1416,1461,1636,1453,728,762,981
gene-ACX60_RS06585,90,141,185,163,127,177,95,93,127
gene-ACX60_RS06590,83,183,162,152,131,168,142,125,132
gene-ACX60_RS06595,34,54,80,26,35,42,47,33,52
gene-ACX60_RS06600,750,1094,1347,657,591,688,736,748,803
gene-ACX60_RS06605,722,1273,1550,756,556,822,378,432,507
gene-ACX60_RS06610,219,355,461,252,327,302,246,337,346
gene-ACX60_RS06615,2097,3043,3673,3303,2566,4014,3314,3544,3520
gene-ACX60_RS06620,3984,5598,6239,6407,5688,7189,6021,6374,6953
gene-ACX60_RS06625,3587,4990,6125,5282,5170,6054,5650,6480,6191
gene-ACX60_RS06630,5085,7033,8341,6855,7208,8073,5609,5678,6492
gene-ACX60_RS06635,13119,17517,20061,18554,18189,19675,14760,15588,17714
gene-ACX60_RS06640,1626,2536,3358,2359,2147,3379,2151,2064,2105
gene-ACX60_RS06645,474,732,961,953,738,1041,881,894,946
gene-ACX60_RS06650,2133,3186,3522,3037,2870,3520,2598,3000,3437
gene-ACX60_RS06655,103,222,248,167,222,228,78,100,115
gene-ACX60_RS06660,16746,23492,23177,22817,21890,24151,17113,18402,22301
gene-ACX60_RS19805,508,720,756,658,614,605,683,636,799
gene-ACX60_RS06670,246,446,465,386,302,384,436,400,591
gene-ACX60_RS06675,47,127,113,125,71,104,92,111,119
gene-ACX60_RS06680,159,234,304,207,203,259,168,171,211
gene-ACX60_RS06685,287,383,496,375,284,392,372,292,402
gene-ACX60_RS06690,1086,1718,1917,1559,1289,1781,1367,1455,1672
gene-ACX60_RS06695,2661,4142,4348,3264,2987,3852,3171,3338,3904
gene-ACX60_RS06700,33641,44718,51390,60361,51065,67349,56099,61784,63406
gene-ACX60_RS06705,14426,18028,18559,24860,22869,25554,21109,24773,24311
gene-ACX60_RS06710,13555,18599,29020,24926,19917,31070,27640,28952,26485
gene-ACX60_RS06715,9460,13648,15960,16206,13858,18919,16835,17090,17858
gene-ACX60_RS06720,5685,7813,8342,8879,7390,11821,12082,13573,11048
gene-ACX60_RS06725,23819,31252,37819,41901,36192,49503,49900,54195,49845
gene-ACX60_RS06730,117661,164226,164788,192210,198037,206440,210296,233813,226754
gene-ACX60_RS06735,63672,87417,96479,111515,109375,119693,121335,136035,137121
gene-ACX60_RS06740,806,1194,1609,1227,930,1453,1295,1542,1441
gene-ACX60_RS06745,24145,34576,34495,31219,32833,31890,27886,32268,34134
gene-ACX60_RS06750,884,1292,1178,757,908,924,602,722,954
gene-ACX60_RS06755,1920,2764,3221,1933,1846,2283,1318,1290,1690
gene-ACX60_RS06760,828,1434,1718,1152,1071,1347,770,871,964
gene-ACX60_RS06765,1112,1736,1812,1312,1418,1492,776,888,1207
gene-ACX60_RS06770,133,181,184,193,144,180,122,102,101
gene-ACX60_RS06775,111,180,261,141,108,194,164,113,174
gene-ACX60_RS06780,165,220,261,175,192,194,134,98,182
gene-ACX60_RS06785,984,1772,2130,1122,1572,891,56,62,59
gene-ACX60_RS06790,1116,2255,2183,1485,2137,1174,258,239,316
gene-ACX60_RS06795,97,120,149,90,56,90,125,119,111
gene-ACX60_RS06800,38,30,46,28,21,33,39,34,32
gene-ACX60_RS06805,1952,2950,2760,2680,2675,2723,2191,2424,2651
gene-ACX60_RS06810,647,898,769,658,683,843,728,708,751
gene-ACX60_RS06815,80,138,210,76,74,145,111,102,111
gene-ACX60_RS06820,69,55,68,52,47,182,47,71,86
gene-ACX60_RS06825,184,169,141,99,101,269,93,178,248
gene-ACX60_RS06830,69,54,96,56,32,76,72,34,100
gene-ACX60_RS06835,159,273,234,240,288,225,171,220,250
gene-ACX60_RS06840,348,566,642,520,561,497,310,342,408
gene-ACX60_RS06845,1113,1943,2176,1687,1684,1905,1248,1461,1472
gene-ACX60_RS06850,698,957,967,901,865,957,705,694,1041
gene-ACX60_RS06855,347,533,612,463,376,523,471,431,570
gene-ACX60_RS06860,158,269,231,222,192,294,351,350,397
gene-ACX60_RS06865,152,228,255,290,211,255,335,330,380
gene-ACX60_RS06870,68,104,100,63,85,68,99,111,113
gene-ACX60_RS06875,458,758,714,498,522,584,670,523,649
gene-ACX60_RS06880,194,284,281,161,181,238,202,202,256
gene-ACX60_RS06885,98,113,136,92,101,85,73,90,127
gene-ACX60_RS06890,90,143,185,73,95,92,101,140,174
gene-ACX60_RS06895,938,1322,1376,987,931,1121,865,930,1129
gene-ACX60_RS06900,1046,1515,1629,1185,1183,1378,1425,1446,1528
gene-ACX60_RS06905,2676,4244,4450,3581,3448,3570,3460,3308,3974
gene-ACX60_RS06910,8120,12530,12501,9739,10090,10809,8697,8862,11103
gene-ACX60_RS06915,135,278,254,214,171,216,174,167,208
gene-ACX60_RS06920,41512,63157,60764,52866,52693,60761,56279,69943,62653
gene-ACX60_RS06925,24,38,44,10,26,44,57,65,96
gene-ACX60_RS06930,61,97,111,95,72,138,155,146,178
gene-ACX60_RS06935,2923,3682,3954,3432,3017,3466,2890,3177,3817
gene-ACX60_RS06940,2,8,28,16,2,15,2,9,18
gene-ACX60_RS06945,48,32,41,26,8,40,34,41,70
gene-ACX60_RS06950,1063,1343,1599,1203,982,1512,1258,1204,1359
gene-ACX60_RS06955,84,179,230,110,145,166,198,208,180
gene-ACX60_RS06960,20,25,62,18,12,43,25,25,20
gene-ACX60_RS06965,384,558,777,587,528,698,542,562,695
gene-ACX60_RS06970,85,91,135,149,80,119,114,95,101
gene-ACX60_RS06975,90,138,254,124,82,144,142,106,103
gene-ACX60_RS06980,144,209,294,141,172,251,163,176,189
gene-ACX60_RS06985,271,404,431,491,466,483,373,389,441
gene-ACX60_RS06990,2008,2983,3180,2591,2331,2719,2462,2738,3008
gene-ACX60_RS06995,1132,1768,2251,1508,1318,1938,1409,1448,1463
gene-ACX60_RS07000,858,1374,2873,1298,1061,2123,1822,1771,1516
gene-ACX60_RS07005,127,159,214,163,104,163,156,105,160
gene-ACX60_RS07010,147,232,270,229,212,240,264,225,277
gene-ACX60_RS07015,2,0,0,0,2,0,0,1,0
gene-ACX60_RS07020,282,513,519,496,420,448,516,474,507
gene-ACX60_RS07025,1707,3162,4187,3564,2875,4952,3614,4123,3880
gene-ACX60_RS07030,4982,7279,7779,7336,6778,7979,5817,6783,7335
gene-ACX60_RS07035,247,419,436,363,344,407,249,333,308
gene-ACX60_RS07040,59,86,78,89,52,81,82,76,65
gene-ACX60_RS07045,86,163,163,112,105,84,111,58,89
gene-ACX60_RS07050,157,278,224,207,191,134,148,150,215
gene-ACX60_RS07055,2169,4165,4829,3267,3510,1387,719,763,856
gene-ACX60_RS07060,448,709,714,418,433,390,390,468,562
gene-ACX60_RS07065,752,1185,1265,793,796,742,678,740,967
gene-ACX60_RS07070,1090,1982,1757,1463,1603,600,387,351,488
gene-ACX60_RS07075,992,1549,1748,1243,1395,1480,1158,1150,1286
gene-ACX60_RS07080,217,329,485,238,234,317,240,312,331
gene-ACX60_RS07085,735,1062,1082,846,753,943,917,1100,1153
gene-ACX60_RS07090,410,501,807,509,391,599,581,526,680
gene-ACX60_RS07095,26,49,63,20,35,38,22,25,29
gene-ACX60_RS07100,29776,49317,42811,24935,26793,22998,20299,26147,27144
gene-ACX60_RS07105,49,106,78,56,52,46,45,67,72
gene-ACX60_RS07110,43,67,94,60,33,75,60,58,81
gene-ACX60_RS07115,173,270,258,175,141,218,168,160,290
gene-ACX60_RS07120,224,294,308,220,201,232,233,236,309
gene-ACX60_RS07125,61,110,137,63,50,64,50,40,93
gene-ACX60_RS07130,42,75,81,45,38,54,83,65,56
gene-ACX60_RS07135,48,110,131,73,74,56,69,83,105
gene-ACX60_RS07140,97,132,128,91,115,142,82,144,143
gene-ACX60_RS07145,187,299,288,293,360,241,238,311,308
gene-ACX60_RS07150,0,12,2,5,9,6,16,16,19
gene-ACX60_RS07155,8,10,19,6,8,22,10,28,14
gene-ACX60_RS07160,190,300,296,234,234,264,260,246,250
gene-ACX60_RS07165,598,890,1097,1179,1234,1282,708,809,676
gene-ACX60_RS07170,4,6,16,6,12,6,3,5,3
gene-ACX60_RS07175,0,8,14,2,2,10,7,2,4
gene-ACX60_RS07180,6,15,29,11,14,21,11,11,20
gene-ACX60_RS07185,4,11,29,14,27,17,22,23,12
gene-ACX60_RS07190,28,32,60,25,21,24,16,24,34
gene-ACX60_RS07195,120,192,200,164,98,138,150,150,198
gene-ACX60_RS07200,48,95,94,68,74,67,77,78,120
gene-ACX60_RS19495,6,9,10,7,4,2,8,13,3
gene-ACX60_RS07210,0,2,4,2,0,2,4,0,1
gene-ACX60_RS07215,337,476,607,364,263,397,491,515,643
gene-ACX60_RS07220,1538,2950,2652,1507,1702,1793,1780,2273,2390
gene-ACX60_RS07225,2,6,2,0,0,4,0,4,6
gene-ACX60_RS19720,0,0,0,2,0,0,0,0,0
gene-ACX60_RS07235,34,36,73,33,10,35,34,52,46
gene-ACX60_RS07240,107,190,244,281,277,298,249,218,319
gene-ACX60_RS07245,73,92,83,72,97,124,102,114,140
gene-ACX60_RS07250,510,758,735,669,683,575,1218,1259,1166
gene-ACX60_RS07255,120,209,168,128,128,151,152,137,201
gene-ACX60_RS07260,204,283,328,234,201,327,330,284,403
gene-ACX60_RS07265,1745,2533,3121,1802,1908,2031,1086,1221,1520
gene-ACX60_RS07270,66,125,170,79,92,127,70,92,111
gene-ACX60_RS07275,13,23,30,15,21,34,18,20,15
gene-ACX60_RS07280,3820,5029,5551,4558,4368,5160,3218,3828,4248
gene-ACX60_RS07285,2335,3420,3790,3430,3188,3815,2072,2286,2539
gene-ACX60_RS07290,486,851,1076,650,632,718,515,551,627
gene-ACX60_RS07295,665,1032,935,622,589,719,492,444,610
gene-ACX60_RS07300,141,205,210,162,104,155,140,154,150
gene-ACX60_RS07305,3195,4597,5283,2617,2529,2825,2934,3169,3603
gene-ACX60_RS07310,2380,3326,3977,3307,3170,3916,3937,3954,4270
gene-ACX60_RS07315,599,764,782,751,690,775,689,695,935
gene-ACX60_RS07320,57,69,85,65,52,93,105,89,86
gene-ACX60_RS07325,334,521,592,299,366,325,352,372,468
gene-ACX60_RS07330,894,1468,1665,899,890,1191,835,776,930
gene-ACX60_RS07335,558,859,1007,829,708,1003,894,873,999
gene-ACX60_RS07340,812,1344,1458,1327,1180,1430,1389,1491,1649
gene-ACX60_RS07345,716,927,1001,766,719,897,832,897,928
gene-ACX60_RS07350,1025,1477,1419,1139,1218,1234,1049,1080,1297
gene-ACX60_RS07355,1206,1713,2037,1638,1789,1962,1205,1329,1476
gene-ACX60_RS07360,140,182,214,155,138,185,202,162,168
gene-ACX60_RS07365,16,16,26,22,12,26,29,30,42
gene-ACX60_RS07370,52,40,64,22,26,50,36,38,36
gene-ACX60_RS07375,126,174,191,125,100,163,121,160,150
gene-ACX60_RS07380,11,21,23,15,16,20,19,18,26
gene-ACX60_RS07385,10,25,18,7,15,6,8,12,14
gene-ACX60_RS07390,3,12,6,4,6,13,9,10,3
gene-ACX60_RS07395,4,4,11,8,6,5,1,7,6
gene-ACX60_RS07400,17,34,18,33,18,26,11,13,20
gene-ACX60_RS07405,73,70,84,52,53,67,60,70,97
gene-ACX60_RS07410,77,106,121,68,76,121,76,80,113
gene-ACX60_RS07415,2,16,16,14,12,5,13,11,5
gene-ACX60_RS07420,12,21,16,9,8,14,6,5,11
gene-ACX60_RS07425,275,348,476,219,219,277,279,304,331
gene-ACX60_RS07430,263,414,535,229,218,338,296,281,408
gene-ACX60_RS07435,321,480,491,384,304,392,401,396,473
gene-ACX60_RS19105,0,2,7,7,4,4,11,6,2
gene-ACX60_RS07440,29,22,39,10,15,16,28,34,26
gene-ACX60_RS07445,3,18,23,9,5,7,17,14,15
gene-ACX60_RS07450,7,14,12,4,3,12,17,12,19
gene-ACX60_RS07455,63,68,96,61,58,62,58,91,93
gene-ACX60_RS07460,23,30,27,39,16,29,20,33,65
gene-ACX60_RS07465,31,50,51,39,46,27,55,38,29
gene-ACX60_RS07470,0,2,2,5,0,0,1,2,3
gene-ACX60_RS07475,6,11,15,14,6,5,7,8,20
gene-ACX60_RS19855,14,25,16,16,14,10,4,11,6
gene-ACX60_RS07490,10,7,16,13,4,0,15,11,21
gene-ACX60_RS07495,5,8,8,13,5,7,8,4,6
gene-ACX60_RS07500,126,226,262,200,135,255,273,265,248
gene-ACX60_RS19725,1,4,8,2,0,7,12,4,2
gene-ACX60_RS19770,39,41,68,30,43,50,27,26,42
gene-ACX60_RS07510,3,13,10,2,13,16,4,7,6
gene-ACX60_RS07515,12,4,10,12,7,6,16,16,8
gene-ACX60_RS07520,1,13,23,4,2,7,23,11,19
gene-ACX60_RS07525,8,3,14,8,8,10,16,24,21
gene-ACX60_RS07530,2,10,16,5,10,7,2,0,8
gene-ACX60_RS07535,26,30,51,41,34,36,20,25,60
gene-ACX60_RS07540,36,44,45,41,49,26,28,50,49
gene-ACX60_RS07545,68,99,90,63,59,88,46,60,92
gene-ACX60_RS07550,24,39,90,20,10,38,15,18,33
gene-ACX60_RS07555,16,31,44,32,38,38,31,33,46
gene-ACX60_RS07560,9,22,16,16,19,7,8,11,23
gene-ACX60_RS07565,33,68,87,80,88,46,46,64,56
gene-ACX60_RS07570,151,214,238,207,200,143,141,182,226
gene-ACX60_RS07575,12,21,33,27,37,23,25,28,29
gene-ACX60_RS07580,15,20,28,2,16,22,13,18,20
gene-ACX60_RS07585,20,11,23,29,24,20,14,22,20
gene-ACX60_RS07590,11,24,22,17,17,4,18,17,18
gene-ACX60_RS07595,33,65,67,32,37,43,20,24,42
gene-ACX60_RS07600,49,67,54,56,63,70,41,64,80
gene-ACX60_RS07605,13,17,28,27,4,31,17,16,13
gene-ACX60_RS07610,101,185,191,89,67,105,155,132,160
gene-ACX60_RS07615,13,20,28,12,19,23,13,24,13
gene-ACX60_RS07620,173,183,219,191,184,124,149,148,167
gene-ACX60_RS07625,40,77,96,62,65,43,37,58,75
gene-ACX60_RS07630,32,36,32,48,50,17,27,43,28
gene-ACX60_RS07635,16,31,47,34,34,23,25,59,33
gene-ACX60_RS07640,70,92,113,55,79,93,89,72,71
gene-ACX60_RS19115,13,48,55,24,11,38,18,20,31
gene-ACX60_RS07645,32,47,57,7,24,12,11,25,26
gene-ACX60_RS07650,14,25,65,6,9,21,9,28,6
gene-ACX60_RS07655,384,529,759,352,357,502,421,451,562
gene-ACX60_RS07660,12,31,38,10,28,27,22,20,29
gene-ACX60_RS07665,9,18,12,19,18,12,19,22,31
gene-ACX60_RS07670,12,18,14,13,10,10,7,6,20
gene-ACX60_RS07675,395,447,517,401,401,430,333,379,441
gene-ACX60_RS07680,2,0,0,0,0,0,0,0,0
gene-ACX60_RS07685,7,4,7,8,6,6,5,6,20
gene-ACX60_RS07690,10,6,12,7,4,0,3,4,8
gene-ACX60_RS19730,0,0,2,0,0,0,0,0,0
gene-ACX60_RS07695,23,43,55,22,14,27,22,27,48
gene-ACX60_RS07700,57,60,60,26,38,67,69,50,43
gene-ACX60_RS07705,164,221,312,157,137,150,137,104,165
gene-ACX60_RS07710,36,42,61,38,24,57,56,47,58
gene-ACX60_RS07715,86,228,234,128,145,180,217,198,209
gene-ACX60_RS07720,134,272,337,260,193,317,229,180,267
gene-ACX60_RS07725,12923,19225,17046,29957,28704,29818,39945,47637,46489
gene-ACX60_RS07730,4339,6602,5503,8628,8688,8547,11683,14428,13858
gene-ACX60_RS07735,1504,2230,2475,1858,1494,2038,3732,3554,4310
gene-ACX60_RS07740,206,308,445,259,176,313,243,266,285
gene-ACX60_RS19500,0,0,0,0,0,0,0,0,0
gene-ACX60_RS07745,84,81,105,157,115,107,153,111,140
gene-ACX60_RS07750,4,16,15,38,19,32,22,12,19
gene-ACX60_RS07755,0,4,0,8,6,5,8,14,16
gene-ACX60_RS07760,138,188,240,190,240,253,239,305,274
gene-ACX60_RS07765,76,111,105,97,100,120,136,99,120
gene-ACX60_RS07770,337,480,486,448,406,458,380,420,566
gene-ACX60_RS07775,82,145,127,127,130,130,130,133,140
gene-ACX60_RS07780,94,198,173,127,110,128,154,135,160
gene-ACX60_RS07785,128,171,229,187,184,268,194,180,222
gene-ACX60_RS07790,10,30,61,27,34,39,45,45,47
gene-ACX60_RS07795,203,337,342,180,222,227,157,132,237
gene-ACX60_RS07800,620,949,897,558,592,611,443,510,558
gene-ACX60_RS07805,653,1054,1163,607,731,913,552,615,747
gene-ACX60_RS07810,345,490,560,284,402,395,278,335,388
gene-ACX60_RS07815,357,578,675,443,409,500,474,470,511
gene-ACX60_RS07820,103,135,129,110,141,181,153,136,193
gene-ACX60_RS07825,144,153,278,195,157,241,222,190,238
